post_id,title,description,category,price,dong,latitude,longitude,created_at,view_count,like_count,chat_count
487,미니 냉장고 거의 새상품입니다,미니 냉장고 상태 양호합니다. 신림동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,244000,신림동,37.481125456396235,126.92676649538669,2026-05-26 20:35:03,224,41,12
488,배드민턴 라켓 저렴하게 내놓습니다,배드민턴 라켓 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,25000,대학동,37.47074060661959,126.93386577379574,2026-05-28 14:32:03,991,79,35
489,농구공 사용감 적어요,농구공 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,23000,대학동,37.47452243104716,126.93720577102033,2026-05-18 10:22:03,82,39,39
490,갤럭시 S23 판매합니다,흑석동에서 거래 가능한 갤럭시 S23입니다. 상태 좋고 빠른 거래 원합니다.,디지털기기,504000,흑석동,37.51084677593679,126.96751275894587,2026-05-24 16:27:03,446,50,11
491,목줄 사용감 적어요,대학동 인근에서 거래 원합니다. 목줄 필요하신 분 연락 주세요.,반려동물용품,29000,대학동,37.47533681888899,126.93935742935572,2026-05-29 18:44:03,696,68,5
492,목줄 상태 좋아요,집 정리하면서 목줄 내놓습니다. 봉천동에서 직거래 가능합니다.,반려동물용품,6000,봉천동,37.48225396564234,126.93891694213654,2026-05-22 07:49:03,669,90,49
493,맨투맨 거의 새상품입니다,집 정리하면서 맨투맨 내놓습니다. 사당동에서 직거래 가능합니다.,의류,21000,사당동,37.4764750673257,126.97725365198816,2026-05-13 20:11:03,817,41,29
494,로봇청소기 이사 정리합니다,로봇청소기 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,224000,흑석동,37.50482932210309,126.96677552892226,2026-05-12 05:54:03,598,16,32
495,무선청소기 저렴하게 내놓습니다,무선청소기 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,276000,대학동,37.47107949017279,126.94153891731222,2026-05-23 23:06:03,254,79,15
496,카시트 사용감 적어요,카시트 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,유아용품,250000,청룡동,37.48314133156808,126.94943085456062,2026-05-11 03:56:03,816,43,34
497,인덕션 이사 정리합니다,인덕션 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,182000,봉천동,37.480680357235364,126.9406579369716,2026-05-22 06:57:03,109,56,11
498,Xbox 컨트롤러 필요하신 분 가져가세요,집 정리하면서 Xbox 컨트롤러 내놓습니다. 사당동에서 직거래 가능합니다.,게임/취미,37000,사당동,37.47796132820024,126.97660184340455,2026-06-03 10:40:03,152,74,48
499,서랍장 이사 정리합니다,집 정리하면서 서랍장 내놓습니다. 대학동에서 직거래 가능합니다.,가구/인테리어,93000,대학동,37.468597353342936,126.93974346659729,2026-05-18 03:20:03,220,87,20
500,머신러닝 입문서 필요하신 분 가져가세요,사당동에서 거래 가능한 머신러닝 입문서입니다. 상태 좋고 빠른 거래 원합니다.,도서,28000,사당동,37.472224105585305,126.98561075695075,2026-06-04 22:00:03,423,16,18
501,아이폰 13 사용감 적어요,봉천동 인근에서 거래 원합니다. 아이폰 13 필요하신 분 연락 주세요.,디지털기기,265000,봉천동,37.480781273096184,126.9404278961484,2026-05-29 03:48:03,614,50,40
502,아기 장난감 급처합니다,집 정리하면서 아기 장난감 내놓습니다. 낙성대동에서 직거래 가능합니다.,유아용품,13000,낙성대동,37.473342672908935,126.9635745604301,2026-05-30 00:08:03,873,46,26
503,서랍장 판매합니다,봉천동에서 거래 가능한 서랍장입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,33000,봉천동,37.47897220268266,126.94465941614627,2026-05-13 01:50:03,457,17,5
504,스크래쳐 필요하신 분 가져가세요,집 정리하면서 스크래쳐 내놓습니다. 낙성대동에서 직거래 가능합니다.,반려동물용품,37000,낙성대동,37.47405740918411,126.95784771857296,2026-05-22 23:40:03,470,49,22
505,맥북 에어 이사 정리합니다,맥북 에어 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,디지털기기,775000,청룡동,37.48188149577702,126.95474882542554,2026-05-22 23:56:03,385,4,2
506,인덕션 이사 정리합니다,인덕션 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,164000,봉천동,37.48649915478304,126.93748446350732,2026-05-09 09:03:03,539,10,33
507,하네스 저렴하게 내놓습니다,하네스 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,8000,대학동,37.47014034771864,126.94086055081407,2026-05-08 06:58:03,807,1,30
508,카메라 삼각대 필요하신 분 가져가세요,사당동 인근에서 거래 원합니다. 카메라 삼각대 필요하신 분 연락 주세요.,게임/취미,47000,사당동,37.47464070843212,126.98445021555153,2026-05-31 15:48:03,955,76,47
509,파이썬 입문서 이사 정리합니다,파이썬 입문서 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,도서,9000,낙성대동,37.47466815654373,126.95442510166815,2026-05-15 07:41:03,765,79,1
510,프라이팬 거의 새상품입니다,프라이팬 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,40000,대학동,37.467346138476586,126.93771770125471,2026-05-28 09:32:03,769,14,38
511,옷장 사용감 적어요,낙성대동 인근에서 거래 원합니다. 옷장 필요하신 분 연락 주세요.,가구/인테리어,250000,낙성대동,37.47522847995341,126.9544440146571,2026-05-14 10:01:03,195,67,2
512,벽 선반 상태 좋아요,집 정리하면서 벽 선반 내놓습니다. 흑석동에서 직거래 가능합니다.,가구/인테리어,29000,흑석동,37.50590856747461,126.9659436111094,2026-05-28 20:04:03,753,81,10
513,덤벨 세트 거의 새상품입니다,봉천동에서 거래 가능한 덤벨 세트입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,31000,봉천동,37.48708251774553,126.94582459248696,2026-05-22 05:02:03,318,60,47
514,바람막이 필요하신 분 가져가세요,흑석동 인근에서 거래 원합니다. 바람막이 필요하신 분 연락 주세요.,의류,33000,흑석동,37.5105849340525,126.96821762722807,2026-05-20 04:32:03,305,57,24
515,갤럭시 S22 사용감 적어요,갤럭시 S22 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,디지털기기,389000,상도동,37.50114343281569,126.9299115376369,2026-05-26 09:15:03,831,12,16
516,백팩 급처합니다,백팩 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,의류,50000,사당동,37.47571248766614,126.98185264263927,2026-05-19 16:49:03,18,8,0
517,강아지 옷 급처합니다,대학동 인근에서 거래 원합니다. 강아지 옷 필요하신 분 연락 주세요.,반려동물용품,17000,대학동,37.47216605518564,126.94015459137088,2026-06-04 16:53:03,104,7,38
518,Xbox 컨트롤러 저렴하게 내놓습니다,Xbox 컨트롤러 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,게임/취미,46000,봉천동,37.48563200065845,126.93844768616378,2026-05-23 19:44:03,931,82,36
519,토스터기 거의 새상품입니다,집 정리하면서 토스터기 내놓습니다. 대학동에서 직거래 가능합니다.,생활가전,50000,대학동,37.46986983398886,126.9408339149287,2026-05-07 14:52:03,474,35,49
520,캠핑 의자 상태 좋아요,봉천동 인근에서 거래 원합니다. 캠핑 의자 필요하신 분 연락 주세요.,스포츠/레저,17000,봉천동,37.47937929486636,126.93729398481337,2026-05-24 05:11:03,71,33,16
521,볼캡 필요하신 분 가져가세요,집 정리하면서 볼캡 내놓습니다. 낙성대동에서 직거래 가능합니다.,의류,11000,낙성대동,37.47823338166969,126.96272609222842,2026-05-31 23:43:03,451,27,39
522,자바 기본서 판매합니다,봉천동에서 거래 가능한 자바 기본서입니다. 상태 좋고 빠른 거래 원합니다.,도서,26000,봉천동,37.47908854275441,126.94300335269278,2026-05-13 08:43:03,466,2,31
523,USB 허브 필요하신 분 가져가세요,USB 허브 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,26000,대학동,37.4749991107323,126.93670679453896,2026-05-08 04:56:03,13,65,45
524,아기 장난감 저렴하게 내놓습니다,청룡동에서 거래 가능한 아기 장난감입니다. 상태 좋고 빠른 거래 원합니다.,유아용품,29000,청룡동,37.48187243885512,126.95705042187508,2026-05-05 18:40:03,808,61,7
525,텐트 거의 새상품입니다,상도동에서 거래 가능한 텐트입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,373000,상도동,37.49540456784675,126.93059639353756,2026-05-05 21:27:03,384,68,21
526,인문교양서 급처합니다,인문교양서 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,도서,6000,낙성대동,37.47570104725185,126.95466768016746,2026-05-06 04:50:03,205,38,44
527,테니스 라켓 저렴하게 내놓습니다,테니스 라켓 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,45000,흑석동,37.508692325504775,126.95922992630845,2026-06-04 11:31:03,747,75,15
528,도시락통 이사 정리합니다,흑석동에서 거래 가능한 도시락통입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,4000,흑석동,37.50785507855998,126.96071678175682,2026-05-26 16:11:03,816,92,2
529,방향제 상태 좋아요,청룡동에서 거래 가능한 방향제입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,4000,청룡동,37.48527178878174,126.9538837208305,2026-05-13 13:01:03,679,2,30
530,맨투맨 판매합니다,낙성대동에서 거래 가능한 맨투맨입니다. 상태 좋고 빠른 거래 원합니다.,의류,29000,낙성대동,37.47243957615329,126.96177470394868,2026-05-10 14:03:03,635,21,37
531,전기장판 급처합니다,전기장판 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,64000,봉천동,37.48735853269429,126.94235967010452,2026-05-25 17:49:03,421,41,7
532,스탠드 조명 급처합니다,스탠드 조명 상태 양호합니다. 신림동 근처에서 시간 맞춰 거래 가능합니다.,가구/인테리어,32000,신림동,37.48335154324234,126.9309629578568,2026-05-26 15:25:03,290,18,48
533,청소도구 세트 이사 정리합니다,청소도구 세트 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,7000,청룡동,37.47996131056083,126.9492775366139,2026-06-01 13:42:03,877,80,39
534,고양이 캣타워 판매합니다,고양이 캣타워 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,52000,신림동,37.48613503527399,126.93192240714822,2026-05-13 20:55:03,918,36,26
535,사료 보관통 상태 좋아요,사료 보관통 판매합니다. 청룡동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,45000,청룡동,37.482305379886306,126.94807621211977,2026-05-28 01:04:03,431,30,11
536,협탁 저렴하게 내놓습니다,대학동 인근에서 거래 원합니다. 협탁 필요하신 분 연락 주세요.,가구/인테리어,63000,대학동,37.47536791479406,126.93798920939878,2026-06-05 00:17:03,206,15,33
537,쿠션 급처합니다,쿠션 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,22000,흑석동,37.51223781694536,126.9677148437168,2026-06-04 11:25:03,825,19,43
538,고양이 화장실 상태 좋아요,신림동에서 거래 가능한 고양이 화장실입니다. 상태 좋고 빠른 거래 원합니다.,반려동물용품,56000,신림동,37.48725153674558,126.93158408020832,2026-05-27 11:05:03,267,42,39
539,갤럭시 S22 판매합니다,갤럭시 S22 판매합니다. 낙성대동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,264000,낙성대동,37.476248208927565,126.95939761775777,2026-05-21 01:25:03,82,30,46
540,아기 식탁의자 사용감 적어요,청룡동에서 거래 가능한 아기 식탁의자입니다. 상태 좋고 빠른 거래 원합니다.,유아용품,103000,청룡동,37.47995532387878,126.94990662758302,2026-05-29 14:17:03,765,52,12
541,목줄 이사 정리합니다,집 정리하면서 목줄 내놓습니다. 신림동에서 직거래 가능합니다.,반려동물용품,7000,신림동,37.48056404614581,126.93119821216122,2026-05-29 22:03:03,192,49,23
542,캠핑 의자 급처합니다,캠핑 의자 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,14000,사당동,37.48011651366543,126.98118578924971,2026-05-13 23:29:03,297,17,7
543,스탠드 조명 급처합니다,스탠드 조명 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,가구/인테리어,30000,대학동,37.47530135841912,126.94035004021747,2026-05-10 20:53:03,937,21,36
544,고데기 이사 정리합니다,고데기 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,65000,청룡동,37.48356178859119,126.95016654177067,2026-05-10 03:15:03,24,93,27
545,자전거 헬멧 급처합니다,자전거 헬멧 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,스포츠/레저,10000,낙성대동,37.476842163285134,126.95785697643542,2026-05-23 16:30:03,491,93,49
546,블록 장난감 저렴하게 내놓습니다,집 정리하면서 블록 장난감 내놓습니다. 흑석동에서 직거래 가능합니다.,유아용품,35000,흑석동,37.5078661808066,126.96078006485199,2026-06-02 23:44:03,22,88,46
547,캠핑 테이블 급처합니다,봉천동에서 거래 가능한 캠핑 테이블입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,142000,봉천동,37.4850728669661,126.93684413473729,2026-05-15 08:22:03,730,58,36
548,강아지 장난감 상태 좋아요,강아지 장난감 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,28000,상도동,37.49461363648924,126.93227305023899,2026-05-09 05:52:03,485,90,40
549,아기띠 사용감 적어요,신림동 인근에서 거래 원합니다. 아기띠 필요하신 분 연락 주세요.,유아용품,129000,신림동,37.484952293675725,126.92607146426944,2026-05-12 08:48:03,978,78,34
550,스팀다리미 사용감 적어요,스팀다리미 상태 양호합니다. 신림동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,96000,신림동,37.48539133450396,126.92765571143973,2026-05-25 16:25:03,402,46,29
551,전신거울 저렴하게 내놓습니다,전신거울 판매합니다. 청룡동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,52000,청룡동,37.48559147932472,126.95350119385354,2026-05-29 00:25:03,674,61,47
552,청바지 사용감 적어요,사당동 인근에서 거래 원합니다. 청바지 필요하신 분 연락 주세요.,의류,42000,사당동,37.47505226581785,126.98146226905148,2026-05-15 04:15:03,65,8,23
553,수납 박스 이사 정리합니다,집 정리하면서 수납 박스 내놓습니다. 대학동에서 직거래 가능합니다.,생활용품,42000,대학동,37.47451903213292,126.93637874119933,2026-05-24 19:48:03,838,8,12
554,헤어드라이기 상태 좋아요,대학동에서 거래 가능한 헤어드라이기입니다. 상태 좋고 빠른 거래 원합니다.,생활가전,18000,대학동,37.46710498068891,126.93384256158477,2026-05-31 09:25:03,723,18,31
555,갤럭시워치 필요하신 분 가져가세요,집 정리하면서 갤럭시워치 내놓습니다. 낙성대동에서 직거래 가능합니다.,디지털기기,168000,낙성대동,37.47369060658685,126.9538203661853,2026-05-23 02:45:03,670,2,18
556,로퍼 사용감 적어요,로퍼 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,의류,58000,상도동,37.50125855345852,126.93130166229918,2026-05-15 20:42:03,344,62,37
557,방향제 이사 정리합니다,방향제 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,7000,대학동,37.47044243112593,126.94150724048377,2026-05-08 08:22:03,818,33,14
558,갤럭시 S23 사용감 적어요,집 정리하면서 갤럭시 S23 내놓습니다. 대학동에서 직거래 가능합니다.,디지털기기,535000,대학동,37.47533206089253,126.94019331676871,2026-05-17 11:47:03,558,36,11
559,침대 프레임 급처합니다,봉천동에서 거래 가능한 침대 프레임입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,131000,봉천동,37.47965155361909,126.94367134381194,2026-05-18 13:04:03,276,47,11
560,침낭 상태 좋아요,집 정리하면서 침낭 내놓습니다. 사당동에서 직거래 가능합니다.,스포츠/레저,56000,사당동,37.48091068915869,126.98428518165836,2026-05-19 08:25:03,952,3,25
561,스크래쳐 사용감 적어요,낙성대동에서 거래 가능한 스크래쳐입니다. 상태 좋고 빠른 거래 원합니다.,반려동물용품,52000,낙성대동,37.47653910673677,126.95649827182663,2026-05-19 01:11:03,672,90,18
562,게임 패드 이사 정리합니다,사당동에서 거래 가능한 게임 패드입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,56000,사당동,37.47468082200771,126.98061629921925,2026-05-21 16:24:03,704,70,7
563,트레이닝 팬츠 사용감 적어요,봉천동 인근에서 거래 원합니다. 트레이닝 팬츠 필요하신 분 연락 주세요.,의류,11000,봉천동,37.485412833557696,126.94427095120831,2026-05-16 21:20:03,607,67,14
564,롱패딩 저렴하게 내놓습니다,흑석동에서 거래 가능한 롱패딩입니다. 상태 좋고 빠른 거래 원합니다.,의류,161000,흑석동,37.50891555842634,126.95916047617708,2026-05-24 11:01:03,335,77,38
565,낚시대 상태 좋아요,상도동 인근에서 거래 원합니다. 낚시대 필요하신 분 연락 주세요.,스포츠/레저,118000,상도동,37.50437523628217,126.93474301735766,2026-05-25 17:14:03,363,44,19
566,공기청정기 이사 정리합니다,집 정리하면서 공기청정기 내놓습니다. 상도동에서 직거래 가능합니다.,생활가전,187000,상도동,37.49599567686882,126.93187180067584,2026-05-30 17:35:03,444,93,26
567,믹서기 급처합니다,집 정리하면서 믹서기 내놓습니다. 대학동에서 직거래 가능합니다.,생활가전,77000,대학동,37.469357724097996,126.93186618867885,2026-05-26 14:33:03,993,75,48
568,경제경영 도서 상태 좋아요,경제경영 도서 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,도서,9000,흑석동,37.508705856180356,126.96682799219387,2026-05-30 11:39:03,400,37,35
569,코딩 테스트 책 거의 새상품입니다,코딩 테스트 책 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,도서,33000,흑석동,37.50642677023561,126.96816026596133,2026-05-22 10:31:03,820,0,9
570,고양이 캣타워 거의 새상품입니다,고양이 캣타워 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,155000,상도동,37.50224718355814,126.93093050225036,2026-05-06 18:51:03,260,3,7
571,스팀다리미 사용감 적어요,스팀다리미 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,65000,흑석동,37.511982807946175,126.96233202215973,2026-05-09 08:52:03,712,60,44
572,닌텐도 스위치 거의 새상품입니다,닌텐도 스위치 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,게임/취미,194000,낙성대동,37.47537385465229,126.95412888328379,2026-06-01 07:03:03,909,88,8
573,자전거 헬멧 사용감 적어요,신림동 인근에서 거래 원합니다. 자전거 헬멧 필요하신 분 연락 주세요.,스포츠/레저,47000,신림동,37.48686442437679,126.92583247497414,2026-05-19 20:33:03,88,65,12
574,스팀다리미 상태 좋아요,사당동 인근에서 거래 원합니다. 스팀다리미 필요하신 분 연락 주세요.,생활가전,97000,사당동,37.475225226773006,126.98194420323223,2026-05-11 08:15:03,711,89,44
575,폼롤러 판매합니다,폼롤러 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,스포츠/레저,14000,낙성대동,37.4739787621196,126.95863382893064,2026-05-25 02:06:03,358,20,6
576,토트백 저렴하게 내놓습니다,집 정리하면서 토트백 내놓습니다. 상도동에서 직거래 가능합니다.,의류,29000,상도동,37.49771573465847,126.92962568565748,2026-06-02 12:33:03,27,61,22
577,스크래쳐 사용감 적어요,낙성대동 인근에서 거래 원합니다. 스크래쳐 필요하신 분 연락 주세요.,반려동물용품,6000,낙성대동,37.47868047157426,126.95667428323667,2026-05-13 14:18:03,141,88,9
578,맨투맨 저렴하게 내놓습니다,상도동에서 거래 가능한 맨투맨입니다. 상태 좋고 빠른 거래 원합니다.,의류,14000,상도동,37.495678173818646,126.9339305518165,2026-06-05 01:44:03,451,5,12
579,수건 세트 판매합니다,흑석동에서 거래 가능한 수건 세트입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,21000,흑석동,37.50476503598857,126.95983793556691,2026-06-04 15:13:03,693,1,48
580,레고 세트 급처합니다,낙성대동 인근에서 거래 원합니다. 레고 세트 필요하신 분 연락 주세요.,게임/취미,34000,낙성대동,37.47527836541773,126.95520557336026,2026-06-03 12:38:03,774,35,37
581,화장품 정리함 저렴하게 내놓습니다,화장품 정리함 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,5000,봉천동,37.48661660291508,126.94197126489016,2026-05-20 10:47:03,206,36,10
582,공기청정기 이사 정리합니다,공기청정기 상태 양호합니다. 사당동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,134000,사당동,37.47584091847347,126.98174251002875,2026-05-21 20:26:03,195,45,24
583,카시트 사용감 적어요,집 정리하면서 카시트 내놓습니다. 봉천동에서 직거래 가능합니다.,유아용품,86000,봉천동,37.48048271259942,126.94382136572305,2026-05-20 13:01:03,790,46,45
584,무선청소기 이사 정리합니다,집 정리하면서 무선청소기 내놓습니다. 봉천동에서 직거래 가능합니다.,생활가전,185000,봉천동,37.479858734297295,126.94067282220502,2026-05-21 21:45:03,329,87,28
585,아기 식탁의자 저렴하게 내놓습니다,흑석동 인근에서 거래 원합니다. 아기 식탁의자 필요하신 분 연락 주세요.,유아용품,65000,흑석동,37.50818058350404,126.96518548263285,2026-06-04 20:01:03,698,13,25
586,캡슐 커피머신 상태 좋아요,집 정리하면서 캡슐 커피머신 내놓습니다. 상도동에서 직거래 가능합니다.,생활가전,56000,상도동,37.49660263497196,126.9344402950101,2026-05-13 12:28:03,382,25,21
587,카시트 급처합니다,집 정리하면서 카시트 내놓습니다. 상도동에서 직거래 가능합니다.,유아용품,172000,상도동,37.502163029437476,126.93400984230964,2026-05-11 18:43:03,605,75,17
588,젖병 소독기 이사 정리합니다,집 정리하면서 젖병 소독기 내놓습니다. 상도동에서 직거래 가능합니다.,유아용품,150000,상도동,37.49710689860354,126.93097273782125,2026-05-28 12:43:03,475,13,7
589,컴퓨터 책상 저렴하게 내놓습니다,신림동에서 거래 가능한 컴퓨터 책상입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,147000,신림동,37.482469558858334,126.92702752611206,2026-05-15 17:21:03,401,77,43
590,Xbox 컨트롤러 저렴하게 내놓습니다,집 정리하면서 Xbox 컨트롤러 내놓습니다. 흑석동에서 직거래 가능합니다.,게임/취미,55000,흑석동,37.5092243811476,126.96669481597391,2026-05-26 20:01:03,512,64,16
591,베개 판매합니다,집 정리하면서 베개 내놓습니다. 신림동에서 직거래 가능합니다.,생활용품,12000,신림동,37.48379656238824,126.92432859796114,2026-05-24 03:12:03,883,48,28
592,도시락통 상태 좋아요,집 정리하면서 도시락통 내놓습니다. 흑석동에서 직거래 가능합니다.,생활용품,7000,흑석동,37.509488552236185,126.96350553711802,2026-05-26 19:08:03,509,97,7
593,베개 이사 정리합니다,베개 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,15000,흑석동,37.51350870758428,126.96476939676378,2026-05-20 16:07:03,279,63,37
594,캠핑 테이블 사용감 적어요,신림동에서 거래 가능한 캠핑 테이블입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,31000,신림동,37.47946899842659,126.9329134289045,2026-06-01 06:10:03,838,94,37
595,낚시대 저렴하게 내놓습니다,상도동 인근에서 거래 원합니다. 낚시대 필요하신 분 연락 주세요.,스포츠/레저,111000,상도동,37.49694622088433,126.92912099528257,2026-05-23 06:29:03,687,31,15
596,전기포트 거의 새상품입니다,봉천동 인근에서 거래 원합니다. 전기포트 필요하신 분 연락 주세요.,생활가전,15000,봉천동,37.48623368521798,126.9422804940488,2026-06-05 00:12:03,48,58,42
597,분유포트 판매합니다,분유포트 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,유아용품,12000,흑석동,37.50477725673082,126.96348358617574,2026-05-26 04:56:03,409,41,36
598,원피스 이사 정리합니다,원피스 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,의류,48000,사당동,37.472353211814195,126.98510334298133,2026-05-25 04:20:03,518,81,50
599,운동복 세트 거의 새상품입니다,신림동 인근에서 거래 원합니다. 운동복 세트 필요하신 분 연락 주세요.,의류,88000,신림동,37.48764186884002,126.92494733615159,2026-05-24 09:53:03,770,11,45
600,캠핑 의자 저렴하게 내놓습니다,집 정리하면서 캠핑 의자 내놓습니다. 흑석동에서 직거래 가능합니다.,스포츠/레저,36000,흑석동,37.511841267119344,126.96292910484549,2026-05-25 14:51:03,853,38,32
601,장우산 급처합니다,집 정리하면서 장우산 내놓습니다. 상도동에서 직거래 가능합니다.,생활용품,11000,상도동,37.49640600850887,126.92618603322117,2026-05-17 01:03:03,697,97,35
602,청소도구 세트 이사 정리합니다,집 정리하면서 청소도구 세트 내놓습니다. 청룡동에서 직거래 가능합니다.,생활용품,22000,청룡동,37.48526835827483,126.9570463593398,2026-05-06 20:58:03,838,78,49
603,게이밍 모니터 급처합니다,집 정리하면서 게이밍 모니터 내놓습니다. 사당동에서 직거래 가능합니다.,디지털기기,155000,사당동,37.480041219958316,126.98070260262479,2026-05-29 12:45:03,711,97,19
604,공기청정기 필요하신 분 가져가세요,대학동 인근에서 거래 원합니다. 공기청정기 필요하신 분 연락 주세요.,생활가전,122000,대학동,37.46673558576628,126.9337191601148,2026-05-27 19:54:03,251,51,15
605,운동복 세트 이사 정리합니다,운동복 세트 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,의류,70000,흑석동,37.50652711963478,126.95889141867596,2026-05-22 20:35:03,47,25,10
606,인문교양서 상태 좋아요,집 정리하면서 인문교양서 내놓습니다. 신림동에서 직거래 가능합니다.,도서,5000,신림동,37.488205748849744,126.9280700685156,2026-06-04 15:12:03,626,38,4
607,아령 필요하신 분 가져가세요,아령 판매합니다. 낙성대동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,12000,낙성대동,37.47844217135526,126.95940419741197,2026-05-17 18:00:03,965,15,33
608,텀블러 이사 정리합니다,텀블러 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,10000,봉천동,37.48149950668855,126.94408374229252,2026-05-12 07:11:03,862,74,47
609,반팔 티셔츠 급처합니다,낙성대동에서 거래 가능한 반팔 티셔츠입니다. 상태 좋고 빠른 거래 원합니다.,의류,16000,낙성대동,37.47235925402718,126.95893469970336,2026-05-30 09:04:03,428,32,37
610,무선청소기 필요하신 분 가져가세요,무선청소기 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,182000,흑석동,37.51201365366192,126.95881074210446,2026-05-08 13:09:03,496,91,23
611,플스5 게임 타이틀 판매합니다,청룡동 인근에서 거래 원합니다. 플스5 게임 타이틀 필요하신 분 연락 주세요.,게임/취미,55000,청룡동,37.48523157098683,126.95455248338595,2026-05-24 07:52:03,991,89,23
612,화장품 정리함 이사 정리합니다,상도동에서 거래 가능한 화장품 정리함입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,30000,상도동,37.497574229023634,126.93459416737335,2026-05-07 09:13:03,102,96,15
613,옷장 사용감 적어요,상도동에서 거래 가능한 옷장입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,120000,상도동,37.50196941966511,126.9352649721981,2026-05-09 14:40:03,808,62,30
614,자전거 헬멧 저렴하게 내놓습니다,낙성대동 인근에서 거래 원합니다. 자전거 헬멧 필요하신 분 연락 주세요.,스포츠/레저,74000,낙성대동,37.47917785520604,126.95813261753136,2026-06-03 06:06:03,626,93,35
